0.698731	0.000000	0.000000
0.698731	-0.000000	-0.000027
0.698731	-0.000000	-0.000163
0.698731	-0.000001	-0.000326
0.698731	-0.000001	-0.000489
0.698731	-0.000002	-0.000652
0.698731	-0.000002	-0.000814
0.698731	-0.000003	-0.000976
0.698731	-0.000005	-0.001139
0.698731	-0.000006	-0.001300
0.698731	-0.000007	-0.001462
0.698731	-0.000009	-0.001624
0.698731	-0.000011	-0.001785
0.698731	-0.000013	-0.001947
0.698731	-0.000015	-0.002108
0.698731	-0.000017	-0.002269
0.698731	-0.000020	-0.002429
0.698731	-0.000022	-0.002590
0.698731	-0.000025	-0.002750
0.698731	-0.000028	-0.002911
0.698731	-0.000031	-0.003071
0.698732	-0.000034	-0.003230
0.698732	-0.000037	-0.003390
0.698732	-0.000041	-0.003550
0.698732	-0.000045	-0.003709
0.698732	-0.000049	-0.003868
0.698732	-0.000053	-0.004027
0.698733	-0.000057	-0.004186
0.698733	-0.000061	-0.004345
0.698733	-0.000066	-0.004503
0.698733	-0.000070	-0.004662
0.698733	-0.000075	-0.004820
0.698734	-0.000080	-0.004978
0.698734	-0.000085	-0.005136
0.698734	-0.000091	-0.005293
0.698735	-0.000096	-0.005451
0.698735	-0.000102	-0.005608
0.698735	-0.000107	-0.005765
0.698736	-0.000113	-0.005922
0.698736	-0.000119	-0.006079
0.698737	-0.000126	-0.006236
0.698737	-0.000132	-0.006392
0.698738	-0.000139	-0.006549
0.698738	-0.000145	-0.006705
0.698739	-0.000152	-0.006861
0.698739	-0.000159	-0.007016
0.698740	-0.000166	-0.007172
0.698740	-0.000174	-0.007327
0.698741	-0.000181	-0.007483
0.698742	-0.000189	-0.007638
0.698742	-0.000197	-0.007793
0.698743	-0.000204	-0.007948
0.698744	-0.000213	-0.008102
0.698745	-0.000221	-0.008257
0.698745	-0.000229	-0.008411
0.698746	-0.000238	-0.008565
0.698747	-0.000247	-0.008719
0.698748	-0.000255	-0.008873
0.698749	-0.000264	-0.009026
0.698750	-0.000274	-0.009180
0.698751	-0.000283	-0.009333
0.698752	-0.000292	-0.009486
0.698753	-0.000302	-0.009639
0.698754	-0.000312	-0.009792
0.698755	-0.000322	-0.009944
0.698756	-0.000332	-0.010097
0.698758	-0.000342	-0.010249
0.698759	-0.000353	-0.010401
0.698760	-0.000363	-0.010553
0.698761	-0.000374	-0.010704
0.698763	-0.000385	-0.010856
0.698764	-0.000396	-0.011007
0.698766	-0.000407	-0.011159
0.698767	-0.000418	-0.011310
0.698769	-0.000430	-0.011461
0.698770	-0.000441	-0.011611
0.698772	-0.000453	-0.011762
0.698773	-0.000465	-0.011912
0.698775	-0.000477	-0.012063
0.698777	-0.000489	-0.012213
0.698778	-0.000502	-0.012362
0.698780	-0.000514	-0.012512
0.698782	-0.000527	-0.012662
0.698784	-0.000540	-0.012811
0.698786	-0.000552	-0.012960
0.698788	-0.000566	-0.013109
0.698790	-0.000579	-0.013258
0.698792	-0.000592	-0.013407
0.698794	-0.000606	-0.013556
0.698796	-0.000619	-0.013704
0.698798	-0.000633	-0.013852
0.698801	-0.000647	-0.014000
0.698803	-0.000662	-0.014148
0.698805	-0.000676	-0.014296
0.698808	-0.000690	-0.014444
0.698810	-0.000705	-0.014591
0.698813	-0.000720	-0.014738
0.698815	-0.000734	-0.014885
0.698818	-0.000749	-0.015032
0.698821	-0.000765	-0.015179
0.698823	-0.000780	-0.015326
0.698826	-0.000795	-0.015472
0.698829	-0.000811	-0.015618
0.698832	-0.000827	-0.015764
0.698835	-0.000843	-0.015910
0.698838	-0.000859	-0.016056
0.698841	-0.000875	-0.016202
0.698844	-0.000891	-0.016347
0.698847	-0.000908	-0.016492
0.698851	-0.000924	-0.016638
0.698854	-0.000941	-0.016783
0.698857	-0.000958	-0.016927
0.698861	-0.000975	-0.017072
0.698864	-0.000992	-0.017216
0.698868	-0.001010	-0.017361
0.698871	-0.001027	-0.017505
0.698875	-0.001045	-0.017649
0.698879	-0.001063	-0.017793
0.698882	-0.001081	-0.017936
0.698886	-0.001099	-0.018080
0.698890	-0.001117	-0.018223
0.698894	-0.001135	-0.018367
0.698898	-0.001154	-0.018510
0.698902	-0.001173	-0.018652
0.698906	-0.001191	-0.018795
0.698911	-0.001210	-0.018938
0.698915	-0.001229	-0.019080
0.698919	-0.001249	-0.019222
0.698924	-0.001268	-0.019364
0.698928	-0.001287	-0.019506
0.698933	-0.001307	-0.019648
0.698938	-0.001327	-0.019790
0.698942	-0.001347	-0.019931
0.698947	-0.001367	-0.020072
0.698952	-0.001387	-0.020213
0.698957	-0.001407	-0.020354
0.698962	-0.001428	-0.020495
0.698967	-0.001449	-0.020636
0.698972	-0.001469	-0.020776
0.698977	-0.001490	-0.020917
0.698983	-0.001511	-0.021057
0.698988	-0.001533	-0.021197
0.698993	-0.001554	-0.021337
0.698999	-0.001575	-0.021476
0.699005	-0.001597	-0.021616
0.699010	-0.001619	-0.021755
0.699016	-0.001641	-0.021894
0.699022	-0.001663	-0.022033
0.699028	-0.001685	-0.022172
0.699034	-0.001707	-0.022311
0.699040	-0.001730	-0.022450
0.699046	-0.001752	-0.022588
0.699052	-0.001775	-0.022726
0.699058	-0.001798	-0.022865
0.699065	-0.001821	-0.023003
0.699071	-0.001844	-0.023140
0.699078	-0.001867	-0.023278
0.699084	-0.001891	-0.023416
0.699091	-0.001914	-0.023553
0.699098	-0.001938	-0.023690
0.699105	-0.001962	-0.023827
0.699112	-0.001986	-0.023964
0.699119	-0.002010	-0.024101
0.699126	-0.002034	-0.024237
0.699133	-0.002058	-0.024374
0.699141	-0.002083	-0.024510
0.699148	-0.002108	-0.024646
0.699155	-0.002132	-0.024782
0.699163	-0.002157	-0.024918
0.699171	-0.002182	-0.025054
0.699178	-0.002207	-0.025189
0.699186	-0.002233	-0.025324
0.699194	-0.002258	-0.025460
0.699202	-0.002284	-0.025595
0.699210	-0.002310	-0.025730
0.699218	-0.002335	-0.025864
0.699227	-0.002361	-0.025999
0.699235	-0.002388	-0.026133
0.699243	-0.002414	-0.026268
0.699252	-0.002440	-0.026402
0.699261	-0.002467	-0.026536
0.699269	-0.002493	-0.026670
0.699278	-0.002520	-0.026803
0.699287	-0.002547	-0.026937
0.699296	-0.002574	-0.027070
0.699305	-0.002601	-0.027204
0.699315	-0.002629	-0.027337
0.699324	-0.002656	-0.027470
0.699333	-0.002684	-0.027603
0.699343	-0.002712	-0.027735
0.699352	-0.002739	-0.027868
0.699362	-0.002767	-0.028000
0.699372	-0.002796	-0.028132
0.699382	-0.002824	-0.028264
0.699392	-0.002852	-0.028396
0.699402	-0.002881	-0.028528
0.699412	-0.002909	-0.028660
0.699422	-0.002938	-0.028791
0.699433	-0.002967	-0.028922
0.699443	-0.002996	-0.029054
0.699454	-0.003025	-0.029185
0.699465	-0.003055	-0.029315
0.699475	-0.003084	-0.029446
0.699486	-0.003114	-0.029577
0.699497	-0.003143	-0.029707
0.699508	-0.003173	-0.029838
0.699520	-0.003203	-0.029968
0.699531	-0.003233	-0.030098
0.699542	-0.003264	-0.030228
0.699554	-0.003294	-0.030357
0.699566	-0.003324	-0.030487
0.699577	-0.003355	-0.030616
0.699589	-0.003386	-0.030746
0.699601	-0.003417	-0.030875
0.699613	-0.003448	-0.031004
0.699625	-0.003479	-0.031133
0.699638	-0.003510	-0.031261
0.699650	-0.003541	-0.031390
0.699663	-0.003573	-0.031518
0.699675	-0.003605	-0.031647
0.699688	-0.003636	-0.031775
0.699701	-0.003668	-0.031903
0.699714	-0.003700	-0.032031
0.699727	-0.003732	-0.032158
0.699740	-0.003765	-0.032286
0.699753	-0.003797	-0.032413
0.699767	-0.003830	-0.032541
0.699780	-0.003862	-0.032668
0.699794	-0.003895	-0.032795
0.699808	-0.003928	-0.032922
0.699822	-0.003961	-0.033048
0.699836	-0.003994	-0.033175
0.699850	-0.004028	-0.033301
0.699864	-0.004061	-0.033428
0.699878	-0.004095	-0.033554
0.699893	-0.004128	-0.033680
0.699907	-0.004162	-0.033806
0.699922	-0.004196	-0.033931
0.699937	-0.004230	-0.034057
0.699952	-0.004264	-0.034182
0.699967	-0.004299	-0.034308
0.699982	-0.004333	-0.034433
0.699997	-0.004368	-0.034558
0.700013	-0.004402	-0.034683
0.700028	-0.004437	-0.034808
0.700044	-0.004472	-0.034932
0.700060	-0.004507	-0.035057
0.700076	-0.004542	-0.035181
0.700092	-0.004578	-0.035306
0.700108	-0.004613	-0.035430
0.700124	-0.004649	-0.035554
0.700141	-0.004684	-0.035677
0.700157	-0.004720	-0.035801
0.700174	-0.004756	-0.035925
0.700191	-0.004792	-0.036048
0.700207	-0.004828	-0.036171
0.700224	-0.004864	-0.036294
0.700242	-0.004901	-0.036417
0.700259	-0.004937	-0.036540
0.700276	-0.004974	-0.036663
0.700294	-0.005011	-0.036786
0.700312	-0.005048	-0.036908
0.700329	-0.005085	-0.037031
0.700347	-0.005122	-0.037153
0.700365	-0.005159	-0.037275
0.700384	-0.005197	-0.037397
0.700402	-0.005234	-0.037519
0.700420	-0.005272	-0.037640
0.700439	-0.005310	-0.037762
0.700458	-0.005347	-0.037883
0.700477	-0.005385	-0.038004
0.700496	-0.005424	-0.038126
0.700515	-0.005462	-0.038247
0.700534	-0.005500	-0.038368
0.700553	-0.005539	-0.038488
0.700573	-0.005577	-0.038609
0.700592	-0.005616	-0.038729
0.700612	-0.005655	-0.038850
0.700632	-0.005694	-0.038970
0.700652	-0.005733	-0.039090
0.700672	-0.005772	-0.039210
0.700693	-0.005811	-0.039330
0.700713	-0.005851	-0.039450
0.700734	-0.005890	-0.039569
0.700755	-0.005930	-0.039689
0.700776	-0.005970	-0.039808
0.700797	-0.006010	-0.039927
0.700818	-0.006050	-0.040046
0.700839	-0.006090	-0.040165
0.700860	-0.006130	-0.040284
0.700882	-0.006171	-0.040403
0.700904	-0.006211	-0.040521
0.700926	-0.006252	-0.040640
0.700948	-0.006293	-0.040758
0.700970	-0.006334	-0.040876
0.700992	-0.006375	-0.040994
0.701015	-0.006416	-0.041112
0.701037	-0.006457	-0.041230
0.701060	-0.006498	-0.041348
0.701083	-0.006540	-0.041465
0.701106	-0.006581	-0.041583
0.701129	-0.006623	-0.041700
0.701152	-0.006665	-0.041817
0.701176	-0.006707	-0.041934
0.701199	-0.006749	-0.042051
0.701223	-0.006791	-0.042168
0.701247	-0.006833	-0.042285
0.701271	-0.006876	-0.042401
0.701295	-0.006918	-0.042518
0.701320	-0.006961	-0.042634
0.701344	-0.007004	-0.042750
0.701369	-0.007046	-0.042866
0.701393	-0.007089	-0.042982
0.701418	-0.007132	-0.043098
0.701443	-0.007176	-0.043214
0.701469	-0.007219	-0.043329
0.701494	-0.007262	-0.043445
